season,home_team_name,away_team_name,full_time_result,home_goals,away_goals,half_time_HOME_Team_score,half_time_Away_Team_score
2018,Manchester City,Everton,H,3,1,1,0
2018,Tottenham,Burnley,H,1,0,0,0
2018,Watford,Cardiff,H,3,2,1,0
2018,Wolves,Bournemouth,H,2,0,1,0
2018,Brighton,Chelsea,A,1,2,0,2
2018,Liverpool,Manchester United,H,3,1,1,1
2018,Southampton,Arsenal,H,3,2,2,1
2018,Wolves,Liverpool,A,0,2,0,1
2018,Arsenal,Burnley,H,3,1,1,0
2018,Bournemouth,Brighton,H,2,0,1,0
2018,Cardiff,Manchester United,A,1,5,1,3
2018,Chelsea,Leicester,A,0,1,0,0
2018,Huddersfield,Southampton,A,1,3,0,2
2018,Manchester City,Crystal Palace,A,2,3,1,2
2018,Newcastle United,Fulham,D,0,0,0,0
2018,West Ham,Watford,A,0,2,0,1
2018,Everton,Tottenham,A,2,6,1,3
2018,Brighton,Arsenal,D,1,1,1,1
2018,Burnley,Everton,A,1,5,1,3
2018,Crystal Palace,Cardiff,D,0,0,0,0
2018,Fulham,Wolves,D,1,1,0,0
2018,Leicester,Manchester City,H,2,1,1,1
2018,Liverpool,Newcastle United,H,4,0,1,0
2018,Manchester United,Huddersfield,H,3,1,1,0
2018,Tottenham,Bournemouth,H,5,0,3,0
2018,Watford,Chelsea,A,1,2,1,1
2018,Southampton,West Ham,A,1,2,0,0
2018,Brighton,Everton,H,1,0,0,0
2018,Fulham,Huddersfield,H,1,0,0,0
2018,Leicester,Cardiff,A,0,1,0,0
2018,Liverpool,Arsenal,H,5,1,4,1
2018,Tottenham,Wolves,A,1,3,1,0
2018,Watford,Newcastle United,D,1,1,0,1
2018,Burnley,West Ham,H,2,0,2,0
2018,Crystal Palace,Chelsea,A,0,1,0,0
2018,Manchester United,Bournemouth,H,4,1,3,1
2018,Southampton,Manchester City,A,1,3,1,3
2018,Arsenal,Fulham,H,4,1,1,0
2018,Cardiff,Tottenham,A,0,3,0,3
2018,Everton,Leicester,A,0,1,0,0
2018,Bournemouth,Watford,D,3,3,3,3
2018,Chelsea,Southampton,D,0,0,0,0
2018,Huddersfield,Burnley,A,1,2,1,1
2018,Newcastle United,Manchester United,A,0,2,0,0
2018,West Ham,Brighton,D,2,2,0,0
2018,Wolves,Crystal Palace,A,0,2,0,0
2018,Manchester City,Liverpool,H,2,1,1,0
2018,Brighton,Liverpool,A,0,1,0,0
2018,Burnley,Fulham,H,2,1,2,1
2018,Cardiff,Huddersfield,D,0,0,0,0
2018,Chelsea,Newcastle United,H,2,1,1,1
2018,Crystal Palace,Watford,A,1,2,1,0
2018,Leicester,Southampton,A,1,2,0,2
2018,West Ham,Arsenal,H,1,0,0,0
2018,Everton,Bournemouth,H,2,0,0,0
2018,Tottenham,Manchester United,A,0,1,0,1
2018,Manchester City,Wolves,H,3,0,2,0
2018,Arsenal,Chelsea,H,2,0,2,0
2018,Bournemouth,West Ham,H,2,0,0,0
2018,Liverpool,Crystal Palace,H,4,3,0,1
2018,Manchester United,Brighton,H,2,1,2,0
2018,Newcastle United,Cardiff,H,3,0,1,0
2018,Southampton,Everton,H,2,1,0,0
2018,Watford,Burnley,D,0,0,0,0
2018,Wolves,Leicester,H,4,3,2,0
2018,Fulham,Tottenham,A,1,2,1,0
2018,Huddersfield,Manchester City,A,0,3,0,1
2018,Arsenal,Cardiff,H,2,1,0,0
2018,Fulham,Brighton,H,4,2,0,2
2018,Huddersfield,Everton,A,0,1,0,1
2018,Manchester United,Burnley,D,2,2,0,0
2018,Newcastle United,Manchester City,H,2,1,0,1
2018,Wolves,West Ham,H,3,0,0,0
2018,Bournemouth,Chelsea,H,4,0,0,0
2018,Liverpool,Leicester,D,1,1,1,1
2018,Southampton,Crystal Palace,D,1,1,0,1
2018,Tottenham,Watford,H,2,1,0,1
2018,Brighton,Watford,D,0,0,0,0
2018,Burnley,Southampton,D,1,1,0,0
2018,Cardiff,Bournemouth,H,2,0,1,0
2018,Chelsea,Huddersfield,H,5,0,2,0
2018,Crystal Palace,Fulham,H,2,0,1,0
2018,Everton,Wolves,A,1,3,1,2
2018,Tottenham,Newcastle United,H,1,0,0,0
2018,Leicester,Manchester United,A,0,1,0,1
2018,Manchester City,Arsenal,H,3,1,2,1
2018,West Ham,Liverpool,D,1,1,1,1
2018,Everton,Manchester City,A,0,2,0,1
2018,Brighton,Burnley,A,1,3,0,1
2018,Crystal Palace,West Ham,D,1,1,0,1
2018,Fulham,Manchester United,A,0,3,0,2
2018,Huddersfield,Arsenal,A,1,2,0,2
2018,Liverpool,Bournemouth,H,3,0,2,0
2018,Southampton,Cardiff,A,1,2,0,0
2018,Watford,Everton,H,1,0,0,0
2018,Manchester City,Chelsea,H,6,0,4,0
2018,Tottenham,Leicester,H,3,1,1,0
2018,Wolves,Newcastle United,D,1,1,0,0
2018,Cardiff,Watford,A,1,5,0,1
2018,West Ham,Fulham,H,3,1,2,1
2018,Bournemouth,Wolves,D,1,1,1,0
2018,Burnley,Tottenham,H,2,1,0,0
2018,Leicester,Crystal Palace,A,1,4,0,1
2018,Newcastle United,Huddersfield,H,2,0,0,0
2018,Arsenal,Southampton,H,2,0,2,0
2018,Manchester United,Liverpool,D,0,0,0,0
2018,Cardiff,Everton,A,0,3,0,1
2018,Huddersfield,Wolves,H,1,0,0,0
2018,Leicester,Brighton,H,2,1,1,0
2018,Newcastle United,Burnley,H,2,0,2,0
2018,Arsenal,Bournemouth,H,5,1,2,1
2018,Chelsea,Tottenham,H,2,0,0,0
2018,Crystal Palace,Manchester United,A,1,3,0,1
2018,Liverpool,Watford,H,5,0,2,0
2018,Manchester City,West Ham,H,1,0,0,0
2018,Southampton,Fulham,H,2,0,2,0
2018,Bournemouth,Manchester City,A,0,1,0,0
2018,Brighton,Huddersfield,H,1,0,0,0
2018,Burnley,Crystal Palace,A,1,3,0,1
2018,Manchester United,Southampton,H,3,2,0,1
2018,Tottenham,Arsenal,D,1,1,0,1
2018,West Ham,Newcastle United,H,2,0,2,0
2018,Wolves,Cardiff,H,2,0,2,0
2018,Everton,Liverpool,D,0,0,0,0
2018,Fulham,Chelsea,A,1,2,1,2
2018,Watford,Leicester,H,2,1,1,0
2018,Cardiff,West Ham,H,2,0,1,0
2018,Crystal Palace,Brighton,A,1,2,0,1
2018,Huddersfield,Bournemouth,A,0,2,0,1
2018,Leicester,Fulham,H,3,1,1,0
2018,Manchester City,Watford,H,3,1,0,0
2018,Newcastle United,Everton,H,3,2,0,2
2018,Southampton,Tottenham,H,2,1,0,1
2018,Arsenal,Manchester United,H,2,0,1,0
2018,Chelsea,Wolves,D,1,1,0,0
2018,Liverpool,Burnley,H,4,2,2,1
2018,Bournemouth,Newcastle United,D,2,2,0,1
2018,Burnley,Leicester,A,1,2,1,1
2018,West Ham,Huddersfield,H,4,3,1,2
2018,Everton,Chelsea,H,2,0,0,0
2018,Fulham,Liverpool,A,1,2,0,1
2018,Brighton,Southampton,A,0,1,0,0
2018,Burnley,Wolves,H,2,0,1,0
2018,Crystal Palace,Huddersfield,H,2,0,0,0
2018,Fulham,Manchester City,A,0,2,0,2
2018,Leicester,Bournemouth,H,2,0,1,0
2018,Manchester United,Watford,H,2,1,1,0
2018,West Ham,Everton,A,0,2,0,2
2018,Cardiff,Chelsea,A,1,2,0,0
2018,Liverpool,Tottenham,H,2,1,1,0
2018,Arsenal,Newcastle United,H,2,0,1,0
2018,Watford,Fulham,H,4,1,1,1
2018,Wolves,Manchester United,H,2,1,1,1
2018,Chelsea,Brighton,H,3,0,1,0
2018,Manchester City,Cardiff,H,2,0,2,0
2018,Tottenham,Crystal Palace,H,2,0,0,0
2018,Southampton,Liverpool,A,1,3,1,1
2018,Bournemouth,Burnley,A,1,3,1,2
2018,Huddersfield,Leicester,A,1,4,0,1
2018,Newcastle United,Crystal Palace,A,0,1,0,0
2018,Everton,Arsenal,H,1,0,1,0
2018,Chelsea,West Ham,H,2,0,1,0
2018,Leicester,Newcastle United,A,0,1,0,1
2018,Brighton,Bournemouth,A,0,5,0,1
2018,Burnley,Cardiff,H,2,0,1,0
2018,Fulham,Everton,H,2,0,0,0
2018,Manchester United,West Ham,H,2,1,1,0
2018,Southampton,Wolves,H,3,1,2,1
2018,Tottenham,Huddersfield,H,4,0,2,0
2018,Crystal Palace,Manchester City,A,1,3,0,1
2018,Liverpool,Chelsea,H,2,0,0,0
2018,Watford,Arsenal,A,0,1,0,1
2018,Brighton,Cardiff,A,0,2,0,1
2018,Bournemouth,Fulham,A,0,1,0,0
2018,Huddersfield,Watford,A,1,2,0,1
2018,Manchester City,Tottenham,H,1,0,1,0
2018,Newcastle United,Southampton,H,3,1,2,0
2018,West Ham,Leicester,D,2,2,1,0
2018,Wolves,Brighton,D,0,0,0,0
2018,Arsenal,Crystal Palace,A,2,3,0,1
2018,Cardiff,Liverpool,A,0,2,0,0
2018,Everton,Manchester United,H,4,0,2,0
2018,Chelsea,Burnley,D,2,2,2,2
2018,Tottenham,Brighton,H,1,0,0,0
2018,Watford,Southampton,D,1,1,0,1
2018,Manchester United,Manchester City,A,0,2,0,0
2018,Wolves,Arsenal,H,3,1,3,0
2018,Liverpool,Huddersfield,H,5,0,3,0
2018,Brighton,Newcastle United,D,1,1,0,1
2018,Crystal Palace,Everton,D,0,0,0,0
2018,Fulham,Cardiff,H,1,0,0,0
2018,Southampton,Bournemouth,D,3,3,1,2
2018,Tottenham,West Ham,A,0,1,0,0
2018,Watford,Wolves,A,1,2,0,1
2018,Burnley,Manchester City,A,0,1,0,0
2018,Leicester,Arsenal,H,3,0,0,0
2018,Manchester United,Chelsea,D,1,1,1,1
2018,Everton,Burnley,H,2,0,2,0
2018,Bournemouth,Tottenham,H,1,0,0,0
2018,Cardiff,Crystal Palace,A,2,3,1,2
2018,Newcastle United,Liverpool,A,2,3,1,2
2018,West Ham,Southampton,H,3,0,1,0
2018,Wolves,Fulham,H,1,0,0,0
2018,Arsenal,Brighton,D,1,1,1,0
2018,Chelsea,Watford,H,3,0,0,0
2018,Huddersfield,Manchester United,D,1,1,0,1
2018,Manchester City,Leicester,H,1,0,0,0
2018,Brighton,Manchester City,A,1,4,1,2
2018,Burnley,Arsenal,A,1,3,0,0
2018,Crystal Palace,Bournemouth,H,5,3,3,1
2018,Fulham,Newcastle United,A,0,4,0,2
2018,Leicester,Chelsea,D,0,0,0,0
2018,Liverpool,Wolves,H,2,0,1,0
2018,Manchester United,Cardiff,A,0,2,0,1
2018,Southampton,Huddersfield,D,1,1,1,0
2018,Tottenham,Everton,D,2,2,1,0
2018,Watford,West Ham,A,1,4,0,2
